Sentence,JSON
@SouthwestAir  no such thing as a free flight. Gonna be spending $100 on board rental bc #swa couldn't get my baggage to greenville w me.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir Kudos for adding #Passbook to your app! I LOVE IT!,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 1.0}"
@SouthwestAir male flight attendant on flight 3913 from Orlando to Indy was AMAZING! He needs a raise 👍 Had the best experience with him,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 0.68}"
@SouthwestAir why was flight 4199 out of Boston tmrw @ 1230 Cancelled Flightled?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir you have no baggage tracking system?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.7}"
@SouthwestAir Thx for the GRAND view today! FLT 3825 SEATAC to PHX. #GrandCanyon #Arizona #Wow #Love #Photography http://t.co/D7pQOUAtdF,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 0.7}"
@SouthwestAir still haven't left @BWI. Maybe by the time I'm suppose to fly back to Austin on Tuesday we'll have moved.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir coming up on 10 hrs and all at the gate, not leaving and without my baggage. SWA you are my nightmare!","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir I am just wondering when are you going to open up fares for November?,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
@SouthwestAir 20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
@SouthwestAir crazy how every airline flew out to the northeast tonight except you,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.66}"
"@SouthwestAir 50min to get bag checked n ATX, miss my flight, spend all day @BWI, n not get my baggage at the end of it all.  #epitimeoffail","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro! during major delays she was owning it! #raise,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 1.0}"
@SouthwestAir I'm flying in a couple of weeks and I need my ticket changed from my maiden name to my married name. Pls help!,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.67}"
@SouthwestAir 9 hours at this airport and you can't move a bag from one plane to another! #furious,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir How do I retroactively add previous flights/miles/points to current rapid rewards balance?,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 0.65}"
@SouthwestAir sending now via dm,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
@SouthwestAir Thanks for making good on @PoteetTJ 's Cancelled Flightled flight.,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 0.67}"
@SouthwestAir just sent another 4 drink coupons....I think I have over 30 coupons now. free drinks anyone?,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 0.65}"
@SouthwestAir quick question: let's say I book a flight (I did so) and you then drop the price. Do I get the cheaper rate?,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
@SouthwestAir How many trees have to die before you stop trying to sell us a credit  card? #OptOut http://t.co/CXrZhcdTVz,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.69}"
@SouthwestAir bags fly free..just not to where you're going.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir 2 hrs to put a tag on my bag sayin it should go to greenville instead of Raleigh?! ARE YOU KIDDING ME?!,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir Disappointed in the FAA ""regulation"" you have 2 furnish proof of age 4 toddler. Thx for the unnecessary headache. #flyUnited","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 1.0}"
@SouthwestAir Am I flying on Spirit air?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.67}"
"@SouthwestAir 9 hrs in Baltimore, still not going to get my baggage to greenville w me. This is just unbelievable.","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh.","{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 0.68}"
@SouthwestAir baggage claim has already changed 2x...most recent had 3 bags come out and then stop...claim team has no idea what's going on,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir Just sent DM with confirmation number and passenger name on SWA 3104 MCO-&gt;CMH,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 0.67}"
@SouthwestAir Flight 3336 - why do multiple tracking sites have more up to date info than SWA's app and website?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir @PoteetTJ had to fly @Delta MCO-&gt;CMH for $400 b/c we cldnt reach SWA to reroute SWA 3104 Cancelled Flightlation. Voucher wld help.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir you are the worst airline. Congrats!!,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon","{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
@SouthwestAir I'll do that. Can't DM until you follow me. Thanks!,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 0.66}"
@SouthwestAir now our pilots timed out...#getmeoutofhere,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir Thanks for sending my kid to the #DestinationDragons concert Vegas @Imaginedragons So awesome! http://t.co/G9b6e0a2sZ,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 1.0}"
@SouthwestAir my rating for Southwest -9 on s scale of 1 to 10,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir Yes! Just a few minutes after my tweet. She was able to reschedule her flight. Thanks!,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 0.65}"
@southwestair please help us check in... i never expected you to make travel painful... just like the rest all of a sudden...#intlcheckin#,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir can't fly in precipitation and @Delta has planes that don't work after 5. 3rd airline had better be a charm tomorrow.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir went to front restroom on plane, on sink sign that said no water, use hand sanitizer. First time I've ever seen that. GROSS!","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir wifi on my plane but I gotta pay for it? Help your broke homegirl out✈️📱,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir yep after two hours and thirty minutes,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir hey... Why don't you add the intl number to your error when checking in. Going on 6 hrs looking for a way to checkin. #cancun,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
.@SouthwestAir  I finally hung up after 2 hours and was not able to get the flight I needed. #stuckintampa 😞,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir My wife needs help. She is stranded in Chicago and can't get out until Monday. They won't find her bag because volume too high,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir I was on hold for two hours and finally hung up. I was able to do what I needed to without customer service eventually.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir I'm here @ChicagoMidway airport.  I've waited 3 hours for my bag. No one knows shit. Mgmt knows nothing.  #Very mad customer,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir how you gonna Cancelled Flight my flight but run flights at the exact same time? Cmon fam,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir Thank you ^AH. Still wish someone picked up the phone - 3hrs- dead phone. Taking your tweet as a refund confirmation.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/c9p2ioSphM,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
@SouthwestAir had to Cancelled Flight my flight because my Cavalli calves was interfering with the onboard equipment.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 1.0}"
@SouthwestAir please refund my ticket. What a terrible experience. #southwestfail,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir three cheers to your Denver staff. Don't know if we 
will get out but they're keeping us smiling. http://t.co/RX8z53M7yy","{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 0.68}"
@SouthwestAir Conf #8Q6MFD Finally got through &amp; told the flight was completely booked.  That would have been better info than advise 2 call,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir lost bag on flight to Vegas. Now to El Paso. Going to Dallas love. Gate attendant said see if can coordinate to get it to Love,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir breaking my heart at BWI 9 hrs @business,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir Officially a customer support game of wills... 2hr30 on hold... Who's the loser here? Oh yeah, that's me.","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir 3 + hrs w/out bags being returned to us after flight 2464 Cancelled Flightled. Maybe put a couple people on it?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir Great #BlackHistoryMonth commercial! Thx! #ATL #singer #musician #life #BlackLivesMatter,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 1.0}"
@SouthwestAir well I'm not sure what there is you can do.  The bad experience had already been had,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir is now recruiting for Fall 15, Spring 16 Internships. 
2/23/15, 5- 6pm @JindalCMC Davidson Auditorium(1.118) #JSOM #UTDallas","{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
@SouthwestAir There is no way that I am getting back on a plane with your airline. I will be calling to get a refund. As I drive 17 hrs home,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir AH - did DM, no reply. On hold now over 2hrs. Just spent over $1k to get a United flight tmrw to get home. #lame","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir replacing @vitaminwater with beer! Bravo!👏👏 Cheers! 🍻🍻 @Leinenkugels @DosEquis @FatTire,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 1.0}"
@SouthwestAir  reservation (FEHQNE)  21FEB15 | DCA-RSW. Want refund not credit for Cancelled Flightled flight please.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir okay I understand a delay one way. But both ways? C'mon #annoyed #flights,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir i hope i can be apart of the team with this job opening!,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 0.64}"
@SouthwestAir yes. Hung up and called a different number.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.7}"
@SouthwestAir Flight 2646.  Four hours in the plane on the ground at BWI.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.7}"
@SouthwestAir How can you get your TSA traveler ID added to your boarding pass? Why would it not be included as TSA precheck? Flying tomorro,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 0.67}"
"@SouthwestAir - Hi. My flight confirmation # is fwwe7f. We are currently stuck in Norfolk, Va. Trying to get to LGA in NYC. Ant updates? Thx","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.7}"
@SouthwestAir Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir i like to see if i can change flight plz help thx,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir you Cancelled Flightled my flight to EWR. Flt 3076. U also Cancelled Flightled flights to LGA. Yet @united is flying on time to both. WTH??,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir why are you literally the worst?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir why can't i reschedule my flight online?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.65}"
"@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir please please please answer the phone. . .,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir did anyone come into work today? u should have all the pilots and flight attendants answer phones if no one is flying,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir - holding us hostage for about an hour with no updates if they are taking us to NY or not. What's going @southwestair,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir I always brag about ur service, but very disappointed today. Apparently I'll be sleeping on floor of Dallas airport tonight 👎","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir the ball has been dropped. My snowboard will not be making it to my destination. #totalfail #letdown,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir you are failing! Diverted, stuck and no communication! Make a decision and let us go!!!! 😞😡 flight #4229","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir I have sent the DM, should I continue to wait on hold with a rep, or will you be servicing me here?","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir I made it! Heading to Denver, and your employees really are as pleasant as I just told someone your application asks.  Thanks!","{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 1.0}"
@SouthwestAir but if my bag makes it with me to Greenville tonight then all is forgiven. #HighHopes,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 0.38}"
@SouthwestAir I'm just calling to Cancelled Flight a flight. I already rebooked it on another card. Just need to Cancelled Flight the previous reservation.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.62}"
@SouthwestAir can you please DM me who I can speak with regarding my receipts and who I can email a presidential level complaint,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir IND website says contact airline for flight 899 tomorrow to ATL. On hold for over an hour. Can you give me any more info?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir hey southwest! Can I see @Imaginedragons in Atlanta? My friend has never been there, loves them, and he is from Taiwan!","{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 0.67}"
@SouthwestAir not at all. Rerouted to snowy BWI been trying to figure out how to get out of here. Now dealing with more baggage troubles.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir officially on hold for 2 hours!,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir not letting me DM. # is FSZ4YO,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.69}"
@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW. They are a pain to deal with,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir we were rebooked on the 5:05 out of MDW.  Some drink coupons could help!,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir Booked 6mos early, paid for Early check in, was ASSIGNED boarding #, here 3hrs early and you deleted me in error?! #LAS2BUF","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir I know where that is! Alas I live far, far away now. #Books","{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir could you add me to that list? Been on hold for an hour 15,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir My flight to KC has been Cancelled Flighted and the next available isn't till Tuesday?! What am I supposed to do for 3 nights?????,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir has the absolute worst customer service when trying to reach them by phone.,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir on hold for 45 mins. Anyone hv a connection at SW or at another airline to get from CHI n Columbus to EWR in am?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir coming up on 2hrs on, still haven't spoken to a rep","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir My son's flight was Cancelled Flightled today. I was on hold 2+ hours to no avail. Can you help me rebook?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir flight 4040 atl to lga Cancelled Flightled any suggestions how to get home?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.63}"
@SouthwestAir is Flight 3113 OMA&gt;DEN on 2/21 actually Cancelled Flightled? Been on hold for over an hour and your website says conflicting messages,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir Hi I just got a message that part of my flights is Cancelled Flightled. I can't rebook online and nobody answers my phone call. Help me,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir, sev ppl im my office received an apology and 2k. FF miles for this delay, only apologize to select ppl? I got nothing..","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
".@SouthwestAir Yes, total of 4 hours on hold. With all the Cancelled Flightlations, one would think there would be more staff. Decided to cx and drive","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir don't you think a 4hr wait time to speak to an actual agent is ridiculous?! My flight was Cancelled Flightled this morning! #Getyourlife,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir 2 wounded vets stuck. Hv trouble with agent help. On hold and no answer on Twitter. Pls respond,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir hv wounded vet stuck in Chi. He's traveling to NY 4 healing. Need fly ny Late Flightst AM by 9 2 catch intl flt. Help!,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.64}"
@SouthwestAir I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons,"{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 1.0}"
@SouthwestAir 3 flights Cancelled Flightled today. Now we have been on hold for over an hour!,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir really this is getting worse as the day goes on. Late Flight leaving then had to be diverted, and now sitting on the tarmac in VA.","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir @CallMeStanley7 And bring back the ""Agent will call you back..."" feature. Why was that ever discontinued???","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir THANK YOU. I left my iPad on a plane, filled out a lost and found form. Yall found it and shipped it back. Thank you #flySW","{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 0.64}"
"@SouthwestAir hi, can you please tell me why today's flights from Chicago to DIA were Cancelled Flightled? Thanks!","{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 0.66}"
@SouthwestAir any particular reason it's 20+ minutes and counting to speak to a human being?,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir standing in Las Vegas and our flight says on time, but reps are telling us that all flights to Denver are Cancelled Flightled. HELP","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
@SouthwestAir and @USAirways have Cancelled Flightled flights after 525 pm today due to winter storm. Travelers urged to contact carrier for info.,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!,"{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"@SouthwestAir sitting in Baltimore. Finish taxi and approved to takeoff. Oops, not enough fuel. #Fail #45minflight #been3hours","{""reasoning"": ""The sentiment is negative based on the content of the tweet."", ""sentiment"": -1.0, ""confidence"": 0.66}"
"@SouthwestAir Sent your way, thanks for the help.","{""reasoning"": ""The sentiment is positive based on the content of the tweet."", ""sentiment"": 1.0, ""confidence"": 1.0}"
@SouthwestAir Any chance there's a few seats open from DEN to DAL this afternoon?,"{""reasoning"": ""The sentiment is neutral based on the content of the tweet."", ""sentiment"": 0.0, ""confidence"": 1.0}"
